This file was created by CMPT_IND_RETS using the 202106 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
195508,    112.48,    225.76,    416.58,    107.80,     90.23
195509,    109.66,    228.37,    411.42,    107.50,     90.12
195510,    114.60,    226.12,    400.84,    103.79,     87.58
195511,    110.88,    220.84,    386.88,    104.48,     85.01
195512,    117.76,    235.98,    411.22,    110.15,     90.92
195601,    115.89,    242.15,    420.81,    116.68,     89.83
195602,    110.79,    235.72,    411.62,    108.89,     87.21
195603,    113.92,    244.58,    424.92,    117.33,     89.42
195604,    116.55,    264.83,    448.72,    125.55,     94.20
195605,    114.04,    268.57,    445.73,    128.81,     94.54
195606,    108.45,    252.51,    429.09,    126.68,     89.65
195607,    124.50,    260.40,    439.19,    133.54,     88.29
195608,    129.58,    275.84,    457.28,    137.48,     90.58
195609,    127.69,    264.52,    444.55,    132.68,     87.40
195610,    124.47,    249.91,    418.88,    127.49,     83.21
195611,    124.35,    251.50,    423.63,    128.04,     83.93
195612,    120.23,    252.71,    427.25,    125.30,     83.38
195701,    120.68,    264.50,    438.88,    132.22,     84.49
195702,    117.76,    253.34,    430.66,    129.09,     83.80
195703,    114.99,    246.21,    429.43,    128.07,     81.19
195704,    116.43,    251.47,    439.64,    138.24,     82.66
195705,    121.87,    263.17,    460.58,    145.54,     85.14
195706,    122.78,    275.11,    476.91,    151.75,     85.75
195707,    120.82,    268.04,    448.71,    177.96,     83.40
195708,    124.21,    269.66,    457.56,    183.05,     84.17
195709,    120.04,    253.74,    437.68,    177.97,     79.36
195710,    115.64,    236.71,    420.03,    171.12,     73.82
195711,    111.31,    225.62,    417.93,    170.05,     68.58
195712,    108.47,    231.88,    435.06,    181.84,     68.29
195801,    103.57,    222.35,    425.57,    180.15,     64.79
195802,    110.62,    231.61,    443.10,    179.96,     71.74
195803,    110.63,    225.82,    439.55,    187.92,     70.48
195804,    114.19,    233.37,    444.55,    201.70,     71.90
195805,    118.74,    240.80,    449.57,    216.56,     75.03
195806,    122.62,    244.87,    457.03,    218.05,     77.45
195807,    128.61,    253.12,    452.30,    201.93,     78.84
195808,    135.07,    264.82,    463.48,    213.71,     82.18
195809,    136.86,    268.45,    473.17,    217.23,     84.47
195810,    146.02,    278.89,    496.57,    242.32,     89.00
195811,    148.66,    285.98,    512.10,    244.64,     92.04
195812,    153.31,    292.51,    528.57,    262.86,     95.92
195901,    158.41,    304.09,    594.76,    274.02,     98.39
195902,    162.24,    306.14,    597.15,    272.23,    100.21
195903,    163.28,    305.08,    631.94,    281.83,    102.41
195904,    161.94,    307.38,    635.38,    293.51,    102.44
195905,    170.85,    314.78,    678.30,    328.14,    104.43
195906,    176.36,    318.91,    693.24,    323.78,    105.29
195907,    179.88,    319.83,    650.76,    349.56,    103.34
195908,    189.13,    332.40,    654.33,    365.91,    103.95
195909,    190.92,    325.32,    645.77,    352.18,    101.18
195910,    184.52,    307.35,    631.49,    334.19,     96.73
195911,    185.88,    311.20,    653.09,    341.83,     96.73
195912,    186.37,    313.14,    692.23,    359.61,     95.26
196001,    192.85,    320.93,    723.45,    352.65,     96.78
196002,    178.03,    297.79,    683.70,    330.14,     92.92
196003,    179.18,    295.94,    728.15,    330.13,     92.51
196004,    174.66,    290.25,    731.57,    334.68,     90.46
196005,    173.74,    282.87,    740.26,    340.17,     89.34
196006,    177.50,    285.80,    790.48,    386.08,     89.12
196007,    180.75,    291.82,    737.84,    374.23,     94.16
196008,    178.66,    284.34,    719.72,    359.49,     92.62
196009,    184.11,    291.19,    744.99,    367.43,     94.84
196010,    175.64,    276.01,    685.72,    334.90,     89.59
196011,    176.35,    275.58,    673.56,    322.93,     89.11
196012,    184.16,    285.32,    711.17,    334.56,     94.53
196101,    189.13,    299.23,    758.91,    369.20,     98.02
196102,    201.92,    319.82,    798.23,    391.36,    106.10
196103,    211.82,    330.35,    811.76,    410.75,    111.58
196104,    222.24,    335.57,    848.40,    425.83,    115.14
196105,    220.23,    338.16,    853.73,    424.25,    115.62
196106,    226.55,    346.43,    861.29,    432.93,    120.58
196107,    220.61,    330.03,    791.55,    405.21,    114.75
196108,    230.22,    338.53,    822.83,    418.83,    117.35
196109,    237.96,    344.09,    839.95,    433.93,    123.13
196110,    242.70,    331.79,    828.94,    427.72,    120.63
196111,    251.40,    340.00,    853.74,    442.38,    123.66
196112,    266.91,    350.48,    905.83,    455.39,    128.53
196201,    265.10,    350.75,    915.17,    445.66,    125.73
196202,    252.42,    342.50,    864.89,    424.55,    123.85
196203,    251.12,    350.24,    878.17,    439.63,    125.42
196204,    249.28,    351.28,    865.52,    441.48,    123.39
196205,    236.46,    331.80,    795.70,    392.57,    114.47
196206,    215.39,    304.60,    727.19,    348.76,    104.91
196207,    195.31,    274.79,    609.03,    312.27,     98.03
196208,    207.25,    290.10,    665.07,    336.20,    103.48
196209,    212.09,    295.84,    678.43,    308.57,    106.93
196210,    201.76,    283.83,    626.61,    295.50,    100.52
196211,    200.94,    284.64,    634.96,    302.37,    100.97
196212,    218.42,    314.91,    699.91,    354.04,    115.39
196301,    221.80,    319.67,    701.77,    356.46,    117.15
196302,    233.87,    334.84,    735.99,    376.25,    123.13
196303,    227.68,    326.68,    710.16,    365.46,    122.12
196304,    237.41,    339.10,    725.47,    369.28,    126.09
196305,    249.34,    354.96,    769.78,    396.90,    134.06
196306,    259.12,    357.47,    787.66,    394.83,    138.36
196307,    154.55,    235.35,    398.16,    317.96,     78.67
196308,    153.85,    235.74,    396.51,    319.46,     78.09
196309,    163.06,    247.41,    412.85,    348.90,     82.09
196310,    162.42,    242.65,    420.11,    334.34,     79.83
196311,    171.68,    244.67,    442.31,    345.32,     80.92
196312,    165.74,    243.78,    450.94,    338.18,     81.00
196401,    167.39,    251.81,    455.31,    342.80,     82.98
196402,    169.38,    259.48,    469.75,    355.28,     83.92
196403,    172.52,    263.73,    470.48,    360.00,     88.36
196404,    175.78,    269.28,    476.62,    352.54,     90.48
196405,    178.96,    271.77,    474.86,    347.21,     90.84
196406,    181.60,    275.98,    476.75,    347.94,     92.67
196407,    173.93,    269.52,    453.25,    359.11,     92.28
196408,    179.37,    276.76,    444.55,    375.93,     93.20
196409,    180.31,    273.71,    433.55,    358.79,     90.20
196410,    186.75,    283.79,    432.31,    368.13,     93.45
196411,    187.93,    287.72,    428.25,    378.44,     95.22
196412,    187.55,    289.52,    425.23,    384.99,     93.13
196501,    189.15,    289.57,    434.81,    401.04,     91.46
196502,    198.21,    300.06,    448.53,    431.46,     95.74
196503,    198.51,    300.11,    460.66,    440.56,     98.66
196504,    199.32,    295.72,    454.68,    435.99,     98.12
196505,    211.79,    303.03,    470.61,    448.57,    101.00
196506,    206.75,    301.50,    476.77,    441.63,     99.22
196507,    185.88,    276.89,    432.66,    416.07,     92.97
196508,    188.31,    281.91,    440.58,    432.12,     96.26
196509,    194.82,    288.58,    455.39,    457.86,    101.05
196510,    202.54,    299.07,    468.15,    467.73,    102.92
196511,    210.38,    308.04,    473.16,    482.40,    105.91
196512,    206.67,    309.08,    468.64,    498.39,    109.60
196601,    209.75,    314.00,    465.00,    528.98,    113.85
196602,    209.80,    319.25,    464.87,    542.81,    120.34
196603,    206.55,    311.16,    475.18,    532.84,    122.49
196604,    201.40,    306.50,    460.92,    523.73,    118.73
196605,    204.52,    315.03,    484.32,    523.19,    122.49
196606,    191.98,    300.08,    459.57,    494.03,    112.70
196607,    179.44,    287.47,    437.84,    496.67,    113.59
196608,    175.66,    285.41,    433.66,    487.79,    112.11
196609,    162.23,    261.60,    408.28,    446.51,     98.70
196610,    159.91,    262.47,    402.53,    441.12,     96.84
196611,    162.62,    278.12,    420.90,    462.24,    100.16
196612,    160.85,    278.61,    437.71,    491.44,    108.39
196701,    157.55,    280.99,    444.15,    490.50,    110.99
196702,    175.16,    301.47,    481.06,    521.38,    124.34
196703,    176.33,    301.48,    504.34,    526.81,    123.60
196704,    183.35,    314.34,    529.94,    567.68,    129.16
196705,    199.78,    323.92,    556.54,    592.66,    131.67
196706,    188.93,    312.04,    526.50,    559.30,    129.31
196707,    188.03,    308.21,    527.05,    585.80,    135.32
196708,    203.55,    324.87,    524.65,    607.64,    146.49
196709,    202.47,    323.14,    518.66,    609.58,    145.23
196710,    210.82,    332.00,    554.69,    626.82,    145.17
196711,    205.32,    320.31,    567.26,    595.03,    137.72
196712,    204.67,    323.56,    573.01,    615.73,    136.30
196801,    209.67,    340.59,    586.46,    633.81,    143.91
196802,    205.36,    328.16,    560.82,    591.74,    140.00
196803,    200.94,    316.16,    537.15,    564.69,    134.81
196804,    203.54,    315.08,    548.25,    564.65,    135.34
196805,    228.30,    340.55,    596.02,    631.40,    151.57
196806,    234.61,    350.10,    610.04,    650.42,    161.29
196807,    229.24,    349.99,    553.05,    624.95,    168.68
196808,    220.55,    347.56,    531.96,    599.06,    162.52
196809,    224.21,    353.68,    535.91,    600.71,    162.14
196810,    239.58,    367.38,    553.50,    605.68,    176.78
196811,    245.93,    372.75,    543.59,    605.03,    178.85
196812,    251.32,    397.16,    582.07,    651.93,    192.65
196901,    244.94,    385.59,    547.54,    644.27,    186.28
196902,    241.58,    386.46,    535.70,    642.37,    187.68
196903,    229.89,    362.88,    516.68,    607.37,    172.63
196904,    239.13,    374.56,    537.17,    626.99,    174.12
196905,    243.67,    377.59,    566.71,    657.60,    175.07
196906,    244.34,    377.76,    560.17,    666.52,    173.27
196907,    216.35,    340.84,    507.83,    598.53,    179.62
196908,    200.08,    318.79,    485.53,    581.72,    163.30
196909,    209.89,    330.12,    507.90,    633.26,    177.21
196910,    208.97,    314.07,    503.48,    646.52,    175.53
196911,    221.72,    328.90,    530.70,    704.04,    189.66
196912,    213.62,    314.15,    527.93,    704.46,    178.62
197001,    207.82,    308.89,    515.10,    733.90,    171.51
197002,    194.87,    284.11,    479.04,    681.33,    156.22
197003,    204.25,    298.25,    498.51,    717.10,    170.61
197004,    205.97,    298.69,    497.74,    679.99,    167.86
197005,    185.79,    272.99,    436.07,    610.96,    144.66
197006,    171.79,    258.98,    401.98,    561.58,    132.72
197007,    156.56,    243.35,    358.30,    527.78,    121.85
197008,    170.67,    262.45,    378.77,    538.78,    131.89
197009,    178.55,    274.29,    403.45,    546.64,    138.40
197010,    187.41,    282.76,    426.59,    589.82,    148.53
197011,    185.68,    279.73,    412.33,    594.20,    139.84
197012,    196.50,    294.34,    431.98,    609.94,    144.94
197101,    209.83,    311.99,    454.34,    643.78,    156.81
197102,    221.61,    323.69,    486.23,    675.24,    169.19
197103,    228.21,    327.48,    484.36,    681.89,    173.53
197104,    239.33,    339.23,    514.64,    706.35,    183.37
197105,    252.24,    350.39,    530.70,    735.84,    192.21
197106,    243.66,    338.10,    501.67,    718.20,    179.90
197107,    236.53,    338.92,    481.19,    729.59,    170.75
197108,    227.73,    326.27,    447.73,    713.60,    164.28
197109,    242.14,    333.01,    464.86,    733.75,    175.27
197110,    242.18,    329.62,    460.03,    738.18,    174.15
197111,    231.75,    315.72,    443.83,    719.51,    166.63
197112,    230.86,    312.32,    448.66,    722.57,    165.44
197201,    251.36,    342.76,    495.15,    778.20,    178.63
197202,    256.37,    348.36,    524.69,    797.99,    184.81
197203,    265.12,    357.46,    531.44,    852.88,    189.22
197204,    270.86,    356.84,    536.67,    856.42,    194.30
197205,    271.22,    358.87,    537.66,    865.66,    197.93
197206,    271.04,    365.05,    553.07,    895.43,    197.44
197207,    253.23,    355.22,    532.72,    794.18,    188.02
197208,    248.93,    354.84,    537.42,    818.40,    183.09
197209,    251.11,    373.01,    553.46,    825.26,    189.19
197210,    248.10,    370.30,    555.28,    821.35,    185.84
197211,    246.61,    379.51,    551.28,    833.34,    188.26
197212,    262.90,    398.09,    569.94,    826.98,    197.46
197301,    267.91,    400.23,    582.33,    857.46,    195.87
197302,    254.47,    395.37,    587.60,    847.03,    181.39
197303,    239.59,    379.66,    563.78,    839.13,    170.61
197304,    232.38,    380.57,    561.75,    845.32,    170.02
197305,    218.38,    370.58,    542.06,    798.40,    157.20
197306,    211.43,    362.47,    530.28,    805.34,    149.02
197307,    124.36,    249.14,    258.42,    429.72,     74.37
197308,    135.97,    258.19,    268.21,    459.08,     81.87
197309,    130.77,    251.53,    258.10,    435.57,     80.25
197310,    140.53,    267.99,    261.80,    439.00,     86.33
197311,    136.90,    273.10,    267.61,    446.85,     86.56
197312,    114.99,    241.31,    240.07,    420.45,     75.63
197401,    112.86,    251.07,    237.51,    407.28,     77.73
197402,    118.62,    246.49,    242.72,    396.83,     78.70
197403,    118.18,    244.07,    247.27,    390.84,     79.72
197404,    116.45,    239.45,    239.97,    398.35,     76.81
197405,    113.40,    228.30,    231.28,    398.41,     72.15
197406,    113.17,    217.94,    223.34,    396.62,     66.31
197407,    112.55,    216.20,    220.20,    382.62,     64.37
197408,    100.02,    207.32,    204.92,    331.13,     60.29
197409,     90.19,    186.22,    198.24,    302.76,     53.89
197410,     79.44,    168.44,    175.99,    255.61,     48.73
197411,     87.75,    197.46,    200.08,    330.85,     58.73
197412,     83.25,    188.06,    191.05,    325.54,     57.22
197501,     81.60,    183.99,    186.68,    321.56,     54.73
197502,     99.21,    206.33,    212.79,    321.85,     64.47
197503,    103.47,    215.74,    232.83,    372.03,     66.23
197504,    111.78,    219.86,    232.95,    376.44,     68.94
197505,    115.20,    234.96,    240.38,    378.95,     71.16
197506,    120.18,    248.84,    253.02,    411.87,     75.25
197507,    129.43,    258.91,    258.63,    380.12,     79.29
197508,    123.09,    245.71,    240.42,    334.18,     74.42
197509,    119.87,    242.10,    231.08,    323.54,     70.45
197510,    116.36,    233.38,    228.28,    306.65,     65.99
197511,    128.20,    241.03,    246.60,    339.07,     68.53
197512,    133.35,    243.86,    257.30,    360.38,     70.95
197601,    131.26,    243.25,    255.27,    337.19,     70.65
197602,    146.81,    274.84,    293.48,    363.31,     79.68
197603,    150.59,    272.20,    297.89,    338.14,     82.08
197604,    154.71,    279.43,    306.63,    362.58,     83.65
197605,    152.44,    280.46,    302.51,    346.82,     82.48
197606,    146.62,    281.60,    298.51,    335.60,     80.87
197607,    145.74,    284.98,    309.72,    335.78,     83.06
197608,    145.84,    283.67,    306.63,    334.35,     83.12
197609,    145.79,    280.56,    309.88,    339.84,     82.14
197610,    148.83,    289.79,    316.82,    352.07,     82.78
197611,    146.94,    281.94,    310.74,    340.93,     82.32
197612,    148.40,    283.00,    317.01,    314.19,     82.64
197701,    157.42,    300.56,    331.07,    335.97,     89.52
197702,    149.80,    291.46,    324.72,    308.23,     85.81
197703,    146.35,    284.80,    321.70,    308.42,     84.13
197704,    142.63,    282.94,    320.52,    304.74,     83.83
197705,    143.19,    288.67,    315.27,    292.90,     85.59
197706,    140.91,    284.38,    311.36,    287.51,     84.42
197707,    146.30,    294.40,    308.80,    286.41,     85.96
197708,    146.65,    288.55,    309.49,    281.92,     85.83
197709,    147.82,    278.07,    306.05,    290.70,     84.85
197710,    148.91,    279.29,    307.75,    289.74,     84.15
197711,    143.42,    268.45,    296.86,    286.49,     80.30
197712,    148.35,    278.70,    307.93,    306.21,     85.16
197801,    148.01,    282.18,    318.04,    311.09,     85.82
197802,    139.15,    265.16,    304.39,    305.00,     81.44
197803,    138.74,    259.56,    300.39,    293.91,     81.09
197804,    144.93,    267.24,    303.87,    307.75,     85.22
197805,    158.50,    289.05,    332.49,    338.27,     93.30
197806,    161.29,    297.45,    333.40,    361.45,     95.61
197807,    157.18,    289.49,    322.11,    355.70,     91.86
197808,    164.35,    305.90,    342.10,    386.70,     97.95
197809,    171.13,    315.17,    357.72,    392.74,    104.24
197810,    169.95,    316.52,    350.07,    381.78,    102.98
197811,    149.40,    283.37,    321.38,    332.29,     88.09
197812,    151.16,    293.36,    334.69,    349.49,     90.29
197901,    151.93,    298.37,    348.04,    360.98,     91.23
197902,    158.92,    314.03,    362.86,    368.18,     96.50
197903,    151.93,    304.42,    352.44,    352.19,     93.20
197904,    160.27,    325.73,    371.94,    371.25,    100.65
197905,    161.85,    328.02,    371.22,    375.11,    102.10
197906,    158.95,    321.27,    364.55,    368.60,    101.77
197907,    162.03,    332.26,    337.97,    354.47,    106.02
197908,    165.48,    339.66,    335.19,    357.30,    109.51
197909,    176.67,    360.01,    347.07,    391.18,    115.51
197910,    174.46,    365.46,    340.37,    388.95,    114.49
197911,    159.96,    343.45,    320.08,    371.43,    102.90
197912,    163.32,    365.64,    338.44,    404.93,    109.97
198001,    169.12,    375.79,    341.36,    412.78,    114.30
198002,    176.84,    409.28,    356.33,    410.11,    119.80
198003,    166.74,    422.35,    343.02,    388.47,    115.99
198004,    152.24,    364.67,    311.60,    384.03,    101.39
198005,    157.11,    387.06,    322.90,    405.53,    107.50
198006,    167.97,    404.62,    338.60,    431.22,    116.09
198007,    168.72,    403.07,    316.39,    379.47,    115.12
198008,    184.57,    423.14,    351.27,    414.81,    123.43
198009,    186.75,    430.87,    365.91,    419.27,    126.64
198010,    188.27,    448.28,    368.69,    433.97,    130.91
198011,    186.44,    466.34,    371.58,    430.65,    131.68
198012,    191.83,    539.63,    384.25,    466.51,    141.63
198101,    192.42,    503.97,    384.09,    490.48,    140.47
198102,    193.79,    473.90,    368.34,    486.09,    136.65
198103,    200.27,    479.24,    370.36,    488.47,    138.60
198104,    217.79,    486.65,    384.80,    523.92,    148.64
198105,    221.91,    467.38,    392.25,    543.09,    149.64
198106,    228.70,    457.28,    410.15,    559.30,    152.55
198107,    214.90,    421.78,    323.27,    442.80,    142.86
198108,    210.21,    433.77,    314.65,    425.04,    137.79
198109,    197.76,    405.55,    296.11,    391.97,    128.27
198110,    192.46,    362.62,    292.04,    389.03,    121.05
198111,    201.06,    385.25,    309.33,    419.32,    129.82
198112,    206.10,    404.58,    312.93,    437.62,    136.28
198201,    202.83,    388.64,    312.44,    433.74,    130.74
198202,    202.81,    369.73,    319.46,    439.51,    126.64
198203,    198.94,    336.11,    300.59,    424.57,    121.40
198204,    205.98,    329.77,    297.28,    415.58,    117.50
198205,    219.48,    341.69,    304.75,    445.74,    122.27
198206,    213.20,    334.80,    289.73,    433.90,    113.39
198207,    211.01,    305.82,    253.71,    375.34,    109.95
198208,    210.75,    291.57,    257.99,    379.97,    106.84
198209,    234.41,    325.13,    287.54,    428.83,    119.44
198210,    241.94,    327.74,    292.36,    436.85,    124.84
198211,    277.63,    355.48,    334.35,    475.48,    145.01
198212,    298.34,    355.43,    363.91,    503.06,    155.59
198301,    300.65,    368.51,    370.29,    508.05,    153.38
198302,    305.90,    383.86,    406.07,    520.24,    157.93
198303,    322.08,    388.37,    414.05,    541.68,    165.12
198304,    339.41,    401.46,    417.29,    573.28,    173.10
198305,    369.00,    429.68,    451.02,    602.26,    188.27
198306,    366.65,    437.17,    460.24,    586.39,    193.54
198307,    362.20,    436.03,    422.68,    533.34,    194.67
198308,    351.94,    431.63,    401.49,    508.06,    188.20
198309,    344.76,    443.48,    401.14,    500.09,    186.93
198310,    357.04,    445.47,    409.60,    506.21,    190.21
198311,    355.88,    440.23,    384.05,    494.77,    183.12
198312,    369.23,    449.24,    394.13,    479.55,    188.74
198401,    365.68,    448.97,    392.68,    465.25,    187.16
198402,    354.59,    450.61,    380.00,    466.40,    184.58
198403,    334.57,    439.12,    359.19,    454.90,    175.79
198404,    339.13,    446.56,    357.38,    451.04,    180.40
198405,    343.59,    452.75,    358.73,    467.09,    177.33
198406,    329.80,    420.68,    342.10,    434.08,    166.17
198407,    303.51,    399.69,    302.67,    316.71,    171.40
198408,    304.40,    386.83,    302.04,    305.03,    167.20
198409,    335.21,    433.62,    337.93,    336.75,    186.64
198410,    337.47,    432.97,    333.53,    325.20,    191.53
198411,    340.47,    431.17,    327.65,    331.16,    193.76
198412,    333.58,    429.29,    321.04,    332.32,    193.52
198501,    341.41,    436.80,    332.82,    345.10,    201.69
198502,    373.95,    466.29,    367.08,    373.67,    222.05
198503,    381.51,    475.74,    370.21,    389.36,    226.91
198504,    384.60,    478.28,    363.85,    402.23,    227.05
198505,    382.08,    482.38,    356.52,    394.85,    232.00
198506,    414.20,    489.40,    378.70,    435.93,    247.44
198507,    381.01,    467.19,    283.33,    380.19,    249.22
198508,    375.94,    471.40,    290.52,    379.24,    250.48
198509,    364.09,    471.10,    284.63,    376.90,    250.45
198510,    356.67,    457.18,    273.48,    353.79,    237.93
198511,    369.22,    481.52,    284.56,    350.88,    254.62
198512,    404.70,    499.69,    308.79,    388.62,    274.01
198601,    428.25,    514.58,    330.48,    407.02,    288.53
198602,    438.72,    513.32,    327.37,    414.43,    299.36
198603,    482.74,    550.05,    348.59,    442.33,    324.82
198604,    527.34,    573.81,    352.95,    501.30,    340.73
198605,    525.22,    568.67,    366.18,    511.52,    334.49
198606,    567.44,    599.86,    370.68,    551.67,    351.49
198607,    487.46,    551.89,    342.06,    482.62,    352.26
198608,    449.83,    535.57,    319.89,    459.08,    330.98
198609,    468.09,    584.85,    339.77,    478.90,    355.05
198610,    425.51,    549.97,    315.44,    423.34,    324.39
198611,    459.64,    580.79,    324.65,    464.24,    339.73
198612,    470.62,    600.82,    340.27,    469.95,    340.25
198701,    454.85,    590.13,    328.84,    471.50,    332.69
198702,    521.56,    667.24,    371.58,    530.00,    369.65
198703,    557.01,    675.72,    397.37,    595.20,    387.82
198704,    573.15,    705.58,    406.43,    595.48,    385.57
198705,    566.51,    694.63,    418.19,    580.56,    370.50
198706,    572.70,    686.01,    423.40,    587.71,    371.07
198707,    552.91,    671.50,    407.00,    496.33,    312.39
198708,    588.66,    703.01,    419.70,    525.71,    322.52
198709,    612.12,    724.04,    450.32,    537.33,    336.08
198710,    589.83,    719.32,    447.09,    520.61,    332.38
198711,    446.61,    570.23,    352.52,    419.73,    254.59
198712,    410.76,    535.34,    320.89,    382.81,    237.69
198801,    445.28,    573.36,    350.37,    407.56,    250.51
198802,    466.45,    603.65,    360.84,    435.37,    268.48
198803,    503.41,    627.79,    380.41,    447.31,    277.86
198804,    498.52,    624.04,    365.62,    436.73,    274.71
198805,    514.96,    638.36,    375.61,    430.02,    274.50
198806,    510.71,    643.09,    377.15,    428.61,    277.62
198807,    444.05,    678.64,    433.68,    413.50,    246.70
198808,    443.38,    678.13,    423.95,    422.18,    247.12
198809,    435.16,    658.41,    400.61,    420.72,    246.26
198810,    465.44,    669.82,    421.32,    438.75,    256.82
198811,    488.85,    685.93,    428.94,    448.47,    256.90
198812,    471.65,    678.19,    426.48,    440.43,    250.02
198901,    479.52,    694.07,    443.39,    450.07,    252.03
198902,    512.19,    737.32,    483.47,    482.45,    270.59
198903,    505.21,    722.07,    476.01,    468.60,    270.44
198904,    523.75,    734.49,    475.94,    494.53,    280.62
198905,    529.21,    770.41,    513.99,    524.08,    294.39
198906,    556.85,    799.64,    539.77,    548.60,    308.16
198907,    514.53,    758.20,    491.27,    472.12,    297.74
198908,    568.49,    808.69,    522.19,    539.57,    324.37
198909,    579.16,    833.16,    533.26,    542.80,    338.73
198910,    570.96,    828.39,    539.20,    526.83,    344.42
198911,    554.09,    812.02,    527.05,    530.74,    328.06
198912,    561.26,    837.42,    529.80,    555.33,    330.00
199001,    560.88,    872.75,    546.61,    565.87,    325.16
199002,    522.95,    825.85,    501.50,    526.35,    297.17
199003,    531.01,    842.73,    511.86,    515.37,    306.08
199004,    559.73,    857.99,    537.70,    536.83,    306.47
199005,    553.78,    830.83,    525.27,    540.14,    298.27
199006,    613.28,    885.14,    590.29,    614.62,    327.96
199007,    579.85,    846.42,    550.57,    605.29,    303.57
199008,    569.40,    868.47,    518.51,    619.99,    294.96
199009,    513.15,    797.18,    460.48,    578.21,    260.61
199010,    483.38,    764.85,    451.15,    557.89,    235.20
199011,    484.17,    762.02,    453.84,    571.24,    220.65
199012,    519.91,    797.83,    486.96,    625.59,    244.73
199101,    539.87,    813.95,    501.46,    645.94,    257.39
199102,    579.74,    834.58,    537.75,    682.53,    277.42
199103,    636.06,    887.31,    561.00,    753.88,    305.35
199104,    679.10,    908.13,    572.63,    799.52,    316.65
199105,    684.98,    918.41,    568.55,    792.87,    323.13
199106,    732.82,    945.69,    576.31,    832.10,    340.20
199107,    684.39,    857.89,    537.19,    723.37,    308.94
199108,    722.40,    891.84,    558.29,    790.76,    325.03
199109,    752.67,    907.29,    563.66,    813.33,    336.31
199110,    731.54,    901.67,    565.00,    814.38,    335.40
199111,    728.19,    916.53,    579.99,    868.03,    344.73
199112,    718.87,    875.41,    556.76,    848.23,    328.75
199201,    817.27,    943.32,    611.69,    989.60,    368.67
199202,    818.49,    936.53,    626.96,    944.48,    377.78
199203,    845.52,    941.53,    639.17,    919.37,    392.21
199204,    840.42,    931.57,    619.72,    873.03,    383.65
199205,    846.71,    976.89,    641.28,    861.39,    388.38
199206,    859.28,    991.85,    634.29,    877.23,    396.69
199207,    761.62,    938.31,    599.77,    695.96,    391.65
199208,    799.29,    986.26,    630.73,    738.44,    406.57
199209,    795.10,    971.46,    613.53,    715.30,    394.55
199210,    816.79,    984.33,    631.85,    689.13,    410.88
199211,    832.03,    980.58,    638.69,    711.73,    424.35
199212,    878.63,    992.83,    674.69,    745.90,    452.75
199301,    885.34,   1012.30,    697.21,    735.78,    472.74
199302,    894.29,   1024.70,    718.66,    688.66,    490.64
199303,    882.41,   1060.17,    739.05,    627.50,    495.50
199304,    899.15,   1085.45,    760.35,    635.83,    516.02
199305,    832.83,   1089.87,    736.35,    648.75,    500.97
199306,    867.67,   1110.35,    785.30,    671.49,    511.27
199307,    779.52,   1067.97,    745.84,    579.57,    523.33
199308,    777.38,   1078.27,    740.02,    548.42,    535.94
199309,    805.67,   1114.96,    786.27,    566.46,    553.14
199310,    798.53,   1104.88,    790.55,    572.84,    563.91
199311,    840.83,   1117.61,    807.17,    608.39,    551.72
199312,    846.15,   1093.12,    787.16,    615.40,    539.97
199401,    853.24,   1118.72,    797.48,    630.78,    555.87
199402,    865.10,   1159.25,    828.30,    634.65,    583.22
199403,    861.14,   1132.35,    814.93,    599.56,    561.34
199404,    820.07,   1086.63,    787.54,    561.10,    539.27
199405,    826.04,   1106.20,    789.38,    579.37,    548.63
199406,    813.09,   1106.62,    806.34,    610.54,    567.78
199407,    704.23,    979.85,    713.48,    546.49,    501.50
199408,    716.96,   1026.84,    742.55,    552.75,    517.14
199409,    752.93,   1053.22,    776.81,    611.99,    533.35
199410,    739.15,   1032.34,    772.28,    628.37,    512.14
199411,    750.64,   1050.95,    806.05,    636.26,    514.48
199412,    728.19,   1007.70,    784.55,    642.01,    489.65
199501,    729.96,   1028.76,    802.79,    648.62,    498.95
199502,    731.77,   1043.48,    816.32,    690.51,    524.53
199503,    757.42,   1086.47,    859.33,    707.91,    551.47
199504,    783.58,   1119.02,    883.83,    725.26,    565.45
199505,    790.30,   1154.04,    931.77,    755.46,    577.26
199506,    826.32,   1201.33,    961.96,    766.24,    606.28
199507,    814.56,   1151.46,    961.02,    745.00,    568.97
199508,    839.50,   1179.97,   1032.57,    792.26,    597.50
199509,    835.28,   1176.55,   1052.05,    803.54,    618.44
199510,    872.14,   1212.21,   1081.85,    868.88,    647.69
199511,    851.75,   1200.38,   1088.94,    874.84,    635.98
199512,    898.87,   1252.45,   1103.49,    920.95,    672.93
199601,    910.49,   1295.61,   1095.05,    977.15,    680.78
199602,    930.56,   1332.88,   1106.83,   1036.16,    706.85
199603,    961.13,   1335.95,   1140.79,   1028.88,    726.06
199604,    983.66,   1380.54,   1105.22,   1034.92,    730.12
199605,   1010.13,   1406.32,   1190.07,   1033.86,    732.37
199606,   1068.06,   1429.38,   1221.55,   1077.39,    746.94
199607,   1008.93,   1374.40,   1050.40,    962.06,    724.51
